Time,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_DomTime,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_Dom0.622,player,FREE,50,50,50,50,0,-1,0,1
0.661,player,game_over,50,50,50,50,0,-1,0,1
