Time,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_DomTime,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_Dom2.259,player,FREE,50,50,50,50,0,-1,0,1
2.930,player,FREE,50,50,50,50,0,-1,0,1
4.263,player,FREE,55,50,53,53,0.0425,-0.9942,0.0258,1.0108
5.808,player,FREE,54,49,52,53,0.0425,-0.9942,0.0258,1.0108
6.747,player,FREE,54,51,45,46,0.0020750000000000005,-1.009258,0.030542,1.046492
7.906,player,FREE,54,51,45,46,0.0020750000000000005,-1.009258,0.030542,1.046492
8.714,player,FREE,54,53,38,39,-0.03794575,-1.0241654199999999,0.035236579999999997,1.08182708
8.763,penguin,moved to CM,54,53,38,39,-0.03794575,-1.0241654199999999,0.035236579999999997,1.08182708
9.446,player,FREE,54,53,38,39,-0.03794575,-1.0241654199999999,0.035236579999999997,1.08182708
9.585,penguin,moved to cave,54,53,38,39,-0.03794575,-1.0241654199999999,0.035236579999999997,1.08182708
10.066,player,FREE,54,55,31,32,-0.0775662925,-1.0389237657999997,0.0398842142,1.1168088092000001
10.615,player,FREE,53,54,30,32,-0.0775662925,-1.0389237657999997,0.0398842142,1.1168088092000001
11.205,player,FREE,53,56,23,25,-0.116790629575,-1.0535345281419997,0.044485372057999996,1.1514407211080002
11.776,player,FREE,53,56,23,25,-0.116790629575,-1.0535345281419997,0.044485372057999996,1.1514407211080002
12.405,player,FREE,53,58,16,18,-0.15562272327925,-1.0679991828605795,0.04904051833741999,1.1857263138969203
13.183,player,FREE,53,58,16,18,-0.15562272327925,-1.0679991828605795,0.04904051833741999,1.1857263138969203
13.995,player,FREE,53,60,9,11,-0.1940664960464575,-1.0823191910319736,0.05355011315404579,1.219669050757951
14.867,player,FREE,53,60,9,11,-0.1940664960464575,-1.0823191910319736,0.05355011315404579,1.219669050757951
15.655,player,FREE,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
16.525,player,FREE,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
17.453,player,FREE,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
17.895,player,FREE,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
18.573,penguin,moved to hill,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
19.939,player,FISH,52,61,1,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
21.160,penguin,moved to balls,51,60,0,4,-0.23212583108599294,-1.0964959991216539,0.05801461202250533,1.2532723602503717
21.257,player,FREE,51,62,-7,-3,-0.269804572775133,-1.1105310391304373,0.06243446590228027,1.286539636647868
22.552,player,FREE,51,62,-7,-3,-0.269804572775133,-1.1105310391304373,0.06243446590228027,1.286539636647868
23.453,player,FREE,51,64,-14,-10,-0.3071065270473816,-1.1244257287391328,0.06681012124325747,1.3194742402813895
23.637,penguin,moved to hill,51,64,-14,-10,-0.3071065270473816,-1.1244257287391328,0.06681012124325747,1.3194742402813895
24.552,player,FREE,51,64,-14,-10,-0.3071065270473816,-1.1244257287391328,0.06681012124325747,1.3194742402813895
25.599,player,FREE,50,65,-22,-17,-0.3440354617769078,-1.1381814714517413,0.0711420200308249,1.3520794978785757
26.216,penguin,moved to balls,50,65,-22,-17,-0.3440354617769078,-1.1381814714517413,0.0711420200308249,1.3520794978785757
26.550,player,FREE,50,65,-22,-17,-0.3440354617769078,-1.1381814714517413,0.0711420200308249,1.3520794978785757
27.420,player,FREE,50,67,-29,-24,-0.3805951071591387,-1.1517996567372237,0.07543059983051666,1.3843587028997901
28.281,player,FREE,50,67,-29,-24,-0.3805951071591387,-1.1517996567372237,0.07543059983051666,1.3843587028997901
29.387,player,FREE,50,69,-36,-31,-0.4167891560875473,-1.1652816601698515,0.07967629383221149,1.4163151158707923
29.734,penguin,moved to food,50,69,-36,-31,-0.4167891560875473,-1.1652816601698515,0.07967629383221149,1.4163151158707923
30.454,player,FREE,49,68,-37,-31,-0.4167891560875473,-1.1652816601698515,0.07967629383221149,1.4163151158707923
30.933,player,FISH,49,68,-37,-31,-0.4167891560875473,-1.1652816601698515,0.07967629383221149,1.4163151158707923
31.405,player,FREE,49,68,-37,-31,-0.4167891560875473,-1.1652816601698515,0.07967629383221149,1.4163151158707923
32.417,player,FREE,49,70,-44,-38,-0.4526212645266718,-1.178628843568153,0.08387953089388937,1.4479519647120844
34.836,player,FREE,48,69,-45,-38,-0.4526212645266718,-1.178628843568153,0.08387953089388937,1.4479519647120844
35.837,player,FREE,48,69,-45,-38,-0.4526212645266718,-1.178628843568153,0.08387953089388937,1.4479519647120844
35.886,player,game_over,48,69,-45,-38,-0.4526212645266718,-1.178628843568153,0.08387953089388937,1.4479519647120844
