Time,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_Dom1.736,player,FREE,50,50,50,50,0,-1,0,1
1.820,penguin,moved to food,50,50,50,50,0,-1,0,1
2.671,player,COMMAND,50,50,50,50,0,-1,0,1
5.043,penguin,moved to balls,49,49,49,50,0,-1,0,1
7.602,player,FREE,49,49,49,50,0,-1,0,1
7.723,penguin,moved to BH,49,49,49,50,0,-1,0,1
8.322,player,COMMAND,49,49,49,50,0,-1,0,1
9.133,player,FREE,48,48,48,50,0,-1,0,1
9.454,penguin,moved to FBH,48,48,48,50,0,-1,0,1
9.822,player,COMMAND,48,48,48,50,0,-1,0,1
10.678,player,FREE,48,48,48,50,0,-1,0,1
11.125,penguin,moved to food,48,48,48,50,0,-1,0,1
11.689,player,COMMAND,48,48,48,50,0,-1,0,1
12.503,player,FREE,48,48,48,50,0,-1,0,1
13.269,player,COMMAND,47,47,47,50,0,-1,0,1
14.025,player,FREE,47,47,47,50,0,-1,0,1
14.066,penguin,moved to balls,47,47,47,50,0,-1,0,1
14.868,player,COMMAND,47,47,47,50,0,-1,0,1
16.981,penguin,moved to food,46,46,46,50,0,-1,0,1
19.983,penguin,moved to balls,46,46,46,50,0,-1,0,1
20.033,penguin,balls,43,39,56,50,0,-1,0,1
20.077,penguin,balls,40,32,66,50,0,-1,0,1
21.040,player,FREE,40,32,66,50,0,-1,0,1
21.079,player,game_over,40,32,66,50,0,-1,0,1
