Time,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_DomTime,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_DomTime,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_Dom0.765,player,reset,50,50,50,50,0,-1,0,1
Time,Actor,Action,Hunger,Energy,Fun,Rel,Pen_Val,Pen_Dom,Hand_Val,Hand_Dom2.882,penguin,moved to BH,50,50,50,50,0,-1,0,1
4.158,penguin,moved to hill,50,50,50,50,0,-1,0,1
11.117,player,FREE,48,48,48,50,0,-1,0,1
11.638,penguin,moved to cave,48,48,48,50,0,-1,0,1
12.231,player,FREE,46,49,45,46,0,-1,0,1
12.465,penguin,moved to matress,46,49,45,46,0,-1,0,1
15.475,player,FREE,45,48,44,46,0,-1,0,1
16.127,player,COMMAND,45,48,44,46,0,-1,0,1
20.861,penguin,moved to food,44,47,43,46,0,-1,0,1
29.223,penguin,moved to matress,41,44,40,46,0,-1,0,1
30.046,penguin,moved to cave,41,44,40,46,0,-1,0,1
37.282,penguin,moved to hill,39,42,38,46,0,-1,0,1
37.318,penguin,hill,39,39,48,46,0,-1,0,1
40.269,player,FREE,39,39,48,46,0,-1,0,1
41.438,player,COMMAND,38,38,47,46,0,-1,0,1
44.648,penguin,moved to cave,38,38,47,46,0,-1,0,1
45.478,penguin,moved to matress,37,37,46,46,0,-1,0,1
45.516,penguin,matress,37,42,51,46,0,-1,0,1
53.870,penguin,moved to food,35,40,49,46,0,-1,0,1
55.479,penguin,moved to FBH,35,40,49,46,0,-1,0,1
62.005,penguin,moved to CM,33,38,47,46,0,-1,0,1
62.677,penguin,moved to cave,33,38,47,46,0,-1,0,1
63.505,penguin,moved to matress,33,38,47,46,0,-1,0,1
65.892,player,FREE,32,37,46,46,0,-1,0,1
66.894,player,FREE,29,32,51,51,0,-1,0,1
71.966,penguin,moved to food,28,31,50,51,0,-1,0,1
72.746,player,FREE,27,30,49,51,0,-1,0,1
72.784,player,game_over,27,30,49,51,0,-1,0,1
